nombre,direccion,latitud,longitud,codigo_postal,types,rating,user_ratings_total
Hanakura,"Calle de Murillo, 4, Madrid",40.4332403,-3.7004709,28003,"restaurant, food, point_of_interest, establishment",4.4,1486.0
Restaurante Etíope Nuria,"Calle de Manuela Malasaña, 6, Madrid",40.4287223,-3.7031191,28003,"restaurant, food, point_of_interest, establishment",4.6,2059.0
Restaurante Maldonado 14,"Calle de Maldonado, 14, Madrid",40.43382680000001,-3.6841461,28003,"restaurant, food, point_of_interest, establishment",4.5,799.0
Lateral,"Paseo de la Castellana, 89, Madrid",40.4496626,-3.691811,28003,"restaurant, food, point_of_interest, establishment",4.3,8659.0
NAGOYA - Restaurante japonés en Madrid,"Calle de Trafalgar, 7, Madrid",40.43114569999999,-3.700510299999999,28003,"meal_takeaway, restaurant, food, point_of_interest, establishment",4.2,897.0
Cervecería L'Europe,"Calle del Cardenal Cisneros, 19, Madrid",40.4305504,-3.7018977,28003,"bar, restaurant, food, point_of_interest, establishment",4.4,2910.0
"Krüger - Restaurante Alemán | Cervecería Artesanal, Plaza España","Calle de la Princesa, 5, Madrid",40.4246643,-3.7133071,28004,"bar, restaurant, food, point_of_interest, establishment",4.0,1459.0
Rosewood Villa Magna,"Paseo de la Castellana, 22, Madrid",40.4299515,-3.688152499999999,28004,"gym, lodging, spa, restaurant, food, point_of_interest, health, establishment",4.5,2670.0
Sagaretxe,"Calle de Eloy Gonzalo, 26, Madrid",40.434241,-3.701002,28004,"bar, restaurant, food, point_of_interest, establishment",4.0,3849.0
Miyama,"Paseo de la Castellana, 45, Madrid",40.435713,-3.689798799999998,28004,"restaurant, food, point_of_interest, establishment",4.6,1207.0
Hotel Único Madrid,"Calle de Claudio Coello, 67, Madrid",40.428537,-3.6863313,28004,"lodging, restaurant, food, point_of_interest, establishment",4.7,526.0
Taberna del Alabardero Madrid - Restaurante Palacio Real,"Calle de Felipe V, 6, Madrid",40.4186021,-3.710921599999999,28004,"bar, restaurant, food, point_of_interest, establishment",4.3,1718.0
Petit Palace Chueca,"Calle de Hortaleza, 3, Madrid",40.420354,-3.7011024,28004,"cafe, lodging, restaurant, food, point_of_interest, store, establishment",4.4,1475.0
ICON Embassy,"Calle de Serrano, 46, Madrid",40.4270199,-3.6873236,28004,"lodging, restaurant, food, point_of_interest, establishment",4.4,859.0
ICON Wipton,"Calle de Jorge Juan, 17, Madrid",40.4240272,-3.6854174,28004,"lodging, restaurant, food, point_of_interest, establishment",4.5,646.0
VP Jardín de Recoletos,"Calle de Gil de Santivañes, 6, Madrid",40.4223075,-3.689168100000001,28004,"parking, lodging, restaurant, food, point_of_interest, establishment",4.5,672.0
Intelier Palacio San Martín,"Plaza de San Martín, 5, Madrid",40.4186427,-3.7067589,28004,"cafe, lodging, restaurant, food, point_of_interest, store, establishment",4.5,1281.0
Petit Palace Santa Barbara,"Plaza de Santa Bárbara, 10, Madrid",40.4264258,-3.696379599999999,28004,"lodging, restaurant, food, point_of_interest, establishment",4.5,1710.0
Posada del León de Oro,"Calle de la Cava Baja, 12, Madrid",40.4131927,-3.708539400000001,28004,"restaurant, lodging, food, point_of_interest, establishment",4.2,1463.0
Hospes Puerta de Alcalá,"Plaza de la Independencia, 3, Madrid",40.4206199,-3.689281300000001,28004,"lodging, spa, restaurant, food, point_of_interest, establishment",4.4,1036.0
Corral de la Morería,"Calle de la Moreria, 17, Madrid",40.4126689,-3.7142336,28004,"restaurant, food, point_of_interest, establishment",4.4,3810.0
La Esquina del Real,"Calle de la Amnistía, 4, Madrid",40.4173635,-3.710353399999998,28004,"restaurant, food, point_of_interest, establishment",4.6,974.0
Taberna de La Daniela Goya,"Calle del General Pardiñas, 21, BAJO, Madrid",40.42632020000001,-3.6786533,28004,"bar, restaurant, food, point_of_interest, establishment",4.1,2262.0
Petit Palace Savoy Alfonso XII,"Calle de Alfonso XII, 18, Madrid",40.4171891,-3.689137399999999,28004,"lodging, restaurant, food, point_of_interest, establishment",4.5,1414.0
Casa de Asturias,"Calle de Argumosa, 4, Madrid",40.4081497,-3.699811,28004,"restaurant, food, point_of_interest, establishment",3.8,2509.0
Taste Me - Restaurante Chamberí con terraza - Carne a la brasa,"Calle de Santa Engracia, 53, Madrid",40.43337409999999,-3.6983286,28004,"bar, restaurant, food, point_of_interest, establishment",4.2,995.0
Horno de Juan,"Calle de Lope de Rueda, 4, Madrid",40.4236435,-3.6774816,28004,"restaurant, food, point_of_interest, establishment",4.2,880.0
Taberna de La Daniela Medinaceli,"Plaza Jesús, 7, Madrid",40.4141903,-3.6958156,28004,"bar, restaurant, food, point_of_interest, establishment",4.0,2560.0
Miyama Restaurant,"Calle de la Flor Baja, 5, Madrid",40.42222219999999,-3.71,28004,"restaurant, food, point_of_interest, establishment",4.4,1096.0
Lamucca de Prado,"Calle del Prado, 16, Madrid",40.4148451,-3.6985903,28004,"restaurant, food, point_of_interest, establishment",4.2,6538.0
Bar Tomate,"Calle de Fernando el Santo, 26, Madrid",40.4279549,-3.6905347,28004,"bar, restaurant, food, point_of_interest, establishment",4.2,3348.0
Mercado de la Reina 12,"Gran Vía, 12, Madrid",40.41962899999999,-3.6987696,28004,"bar, restaurant, food, point_of_interest, establishment",4.2,7392.0
El Pedrusco de Aldealcorvo,"Calle de Juan de Austria, 27, Madrid",40.4339751,-3.700078,28004,"restaurant, food, point_of_interest, establishment",4.6,802.0
La Capilla De La Bolsa,"Calle de la Bolsa, 12, Madrid",40.4151573,-3.7049823,28004,"restaurant, food, point_of_interest, establishment",4.4,252.0
Restaurante italiano Nonsolocaffé,"Calle de Ríos Rosas, 52, Madrid",40.44157149999999,-3.6958103,28004,"bar, restaurant, food, point_of_interest, establishment",4.3,1709.0
La Fragua de Sebín,"Calle del Divino Pastor, 21, Madrid",40.4275263,-3.703811299999999,28004,"restaurant, food, point_of_interest, establishment",4.2,1604.0
El Escondite de Villanueva l Restaurante Barrio Salamanca,"Calle de Villanueva, 26, Madrid",40.42236579999999,-3.6859795,28004,"liquor_store, bar, restaurant, store, food, point_of_interest, establishment",4.1,2528.0
Restaurante Horno de Juan,"Calle de Joaquín María López, 30, Madrid",40.4377009,-3.7117829,28004,"restaurant, food, point_of_interest, establishment",3.9,365.0
RIBS ABADA,"Calle de la Abada, 8, Madrid",40.4193231,-3.704118599999999,28004,"restaurant, food, point_of_interest, establishment",4.7,19883.0
Taberna La Carmencita,"Calle de la Libertad, 16, Madrid",40.42115959999999,-3.6972845,28004,"bar, restaurant, food, point_of_interest, establishment",4.0,1542.0
Ojalá,"Calle de San Andrés, 1, Madrid",40.42552699999999,-3.7039978,28004,"restaurant, food, point_of_interest, establishment",4.3,8803.0
Restaurante Ginger,"Plaza del Ángel, 12, Madrid",40.414264,-3.702353,28004,"restaurant, food, point_of_interest, establishment",4.1,7096.0
Chincha Casa Perú,"Calle de las Fuentes, 9, Madrid",40.4172739,-3.708800800000001,28004,"restaurant, food, point_of_interest, establishment",4.4,1418.0
Entre Suspiro Y Suspiro,"Calle de los Caños del Peral, 3, Madrid",40.4186859,-3.7090349,28004,"restaurant, food, point_of_interest, establishment",4.5,1041.0
Malacatín,"Calle de la Ruda, 5, Madrid",40.4103131,-3.7076678,28004,"bar, restaurant, food, point_of_interest, establishment",4.4,3752.0
Asador Arizmendi,"Plaza de Tirso de Molina, 7, Madrid",40.412139,-3.7044438,28004,"restaurant, food, point_of_interest, establishment",3.9,38.0
La Mordida,"Calle de Belén, 13, Madrid",40.4244135,-3.6959487,28004,"restaurant, food, point_of_interest, establishment",4.3,2585.0
La Finca de Susana,"Calle del Príncipe, 10, Madrid",40.4160028,-3.7004754,28004,"restaurant, food, point_of_interest, establishment",4.0,5971.0
Restaurante El Senador,"Plaza de la Marina Española, 2, Madrid",40.42060480000001,-3.711467999999999,28004,"restaurant, food, point_of_interest, establishment",4.5,1495.0
La Negra Tomasa,"Calle de Cádiz, 9, Madrid",40.4158479,-3.7023806,28004,"bar, restaurant, food, point_of_interest, establishment",4.1,7259.0
Moharaj,"Calle del Ave María, 18, Madrid",40.41097959999999,-3.7006743,28004,"restaurant, food, point_of_interest, establishment",4.5,2247.0
LA BOLA,"Calle de la Bola, 5, Madrid",40.420011,-3.71047,28004,"restaurant, food, point_of_interest, establishment",4.2,7134.0
Paradís Madrid,"Calle del Marqués de Cubas, 14, Madrid",40.4166211,-3.695732499999999,28004,"restaurant, food, point_of_interest, establishment",4.1,712.0
Soho de Jorge Juan Bar Restaurante,"Calle de Jorge Juan, 50, Madrid",40.4234702,-3.6808474,28004,"bar, restaurant, food, point_of_interest, establishment",4.2,831.0
Taj Indian Restaurant Madrid | Cocina Hindú,"Calle del Marqués de Cubas, 6, Madrid",40.4172225,-3.695632599999999,28004,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",4.1,1371.0
Public,"Calle del Desengaño, 11, Madrid",40.4210047,-3.704238100000001,28004,"restaurant, food, point_of_interest, establishment",4.2,4544.0
Taberna de La Daniela Cuchilleros,"Calle de Cuchilleros, 9, Madrid",40.4144913,-3.707907499999999,28004,"bar, restaurant, food, point_of_interest, establishment",4.0,2224.0
La Musa Malasaña,"Calle de Manuela Malasaña, 18, Madrid",40.42881359999999,-3.7043854,28004,"bar, restaurant, food, point_of_interest, establishment",4.5,3977.0
Lateral Velázquez,"Calle Velázquez, 57, Madrid",40.4285694,-3.6840918,28004,"restaurant, food, point_of_interest, establishment",4.2,5307.0
Restaurante Con 2 Fogones,"Calle de San Bernardino, 9, Madrid",40.425233,-3.710674999999999,28004,"restaurant, bar, food, point_of_interest, establishment",4.3,1675.0
Las Tortillas de Gabino,"Calle de Rafael Calvo, 20, Madrid",40.4338707,-3.6938244,28004,"restaurant, food, point_of_interest, establishment",4.5,2480.0
Lamucca de Pez,"Plaza de Carlos Cambronero, 4, Madrid",40.42333199999999,-3.703871399999999,28004,"restaurant, food, point_of_interest, establishment",4.4,10537.0
Alfredo's Barbacoa,"Calle de Lagasca, 5, Madrid",40.4213657,-3.685896,28004,"restaurant, food, point_of_interest, establishment",4.1,4210.0
Lateral Fuencarral,"Calle de Fuencarral, 43, Madrid",40.423266,-3.701085,28004,"restaurant, food, point_of_interest, establishment",4.3,6217.0
Restaurante La Giralda - Tu Rincón de Andalucía en Madrid -,"Calle de Claudio Coello, 24, Madrid",40.42326529999999,-3.686597799999999,28004,"restaurant, food, point_of_interest, establishment",4.3,1627.0
La Venganza De Malinche | Restaurante Mexicano | Sol,"Calle de los Jardines, 5, Madrid",40.4189893,-3.7013529,28004,"restaurant, food, point_of_interest, establishment",4.3,2677.0
Corral de la Morería,"Calle de la Moreria, 17, Madrid",40.4126689,-3.7142336,28005,"restaurant, food, point_of_interest, establishment",4.4,3810.0
Taberna del Alabardero Madrid - Restaurante Palacio Real,"Calle de Felipe V, 6, Madrid",40.4186021,-3.710921599999999,28005,"bar, restaurant, food, point_of_interest, establishment",4.3,1718.0
Casa de Asturias,"Calle de Argumosa, 4, Madrid",40.4081497,-3.699811,28005,"restaurant, food, point_of_interest, establishment",3.8,2509.0
Posada del León de Oro,"Calle de la Cava Baja, 12, Madrid",40.4131927,-3.708539400000001,28005,"restaurant, lodging, food, point_of_interest, establishment",4.2,1463.0
Intelier Palacio San Martín,"Plaza de San Martín, 5, Madrid",40.4186427,-3.7067589,28005,"cafe, restaurant, lodging, store, food, point_of_interest, establishment",4.5,1281.0
La Esquina del Real,"Calle de la Amnistía, 4, Madrid",40.4173635,-3.710353399999998,28005,"restaurant, food, point_of_interest, establishment",4.6,974.0
Petit Palace Chueca,"Calle de Hortaleza, 3, Madrid",40.420354,-3.7011024,28005,"cafe, restaurant, lodging, store, food, point_of_interest, establishment",4.4,1475.0
Lamucca de Prado,"Calle del Prado, 16, Madrid",40.4148451,-3.6985903,28005,"restaurant, food, point_of_interest, establishment",4.2,6538.0
Taberna de La Daniela Medinaceli,"Plaza Jesús, 7, Madrid",40.4141903,-3.6958156,28005,"bar, restaurant, food, point_of_interest, establishment",4.0,2560.0
Malacatín,"Calle de la Ruda, 5, Madrid",40.4103131,-3.7076678,28005,"bar, restaurant, food, point_of_interest, establishment",4.4,3752.0
La Capilla De La Bolsa,"Calle de la Bolsa, 12, Madrid",40.4151573,-3.7049823,28005,"restaurant, food, point_of_interest, establishment",4.4,252.0
Restaurante Ginger,"Plaza del Ángel, 12, Madrid",40.414264,-3.702353,28005,"restaurant, food, point_of_interest, establishment",4.1,7096.0
Chincha Casa Perú,"Calle de las Fuentes, 9, Madrid",40.4172739,-3.708800800000001,28005,"restaurant, food, point_of_interest, establishment",4.4,1418.0
Asador Arizmendi,"Plaza de Tirso de Molina, 7, Madrid",40.412139,-3.7044438,28005,"restaurant, food, point_of_interest, establishment",3.9,38.0
RIBS ABADA,"Calle de la Abada, 8, Madrid",40.4193231,-3.704118599999999,28005,"restaurant, food, point_of_interest, establishment",4.7,19883.0
Moharaj,"Calle del Ave María, 18, Madrid",40.41097959999999,-3.7006743,28005,"restaurant, food, point_of_interest, establishment",4.5,2247.0
Entre Suspiro Y Suspiro,"Calle de los Caños del Peral, 3, Madrid",40.4186859,-3.7090349,28005,"restaurant, food, point_of_interest, establishment",4.5,1041.0
La Finca de Susana,"Calle del Príncipe, 10, Madrid",40.4160028,-3.7004754,28005,"restaurant, food, point_of_interest, establishment",4.0,5971.0
La Negra Tomasa,"Calle de Cádiz, 9, Madrid",40.4158479,-3.7023806,28005,"bar, restaurant, food, point_of_interest, establishment",4.1,7259.0
Miyama Restaurant,"Calle de la Flor Baja, 5, Madrid",40.42222219999999,-3.71,28005,"restaurant, food, point_of_interest, establishment",4.4,1096.0
Taberna de La Daniela Cuchilleros,"Calle de Cuchilleros, 9, Madrid",40.4144913,-3.707907499999999,28005,"bar, restaurant, food, point_of_interest, establishment",4.0,2224.0
Bar El Brillante,"Plaza del Emperador Carlos V, 8, Madrid",40.4086125,-3.6928462,28005,"bar, restaurant, food, point_of_interest, establishment",3.6,24009.0
Mercado de la Reina 12,"Gran Vía, 12, Madrid",40.41962899999999,-3.6987696,28005,"bar, restaurant, food, point_of_interest, establishment",4.2,7392.0
Restaurante El Senador,"Plaza de la Marina Española, 2, Madrid",40.42060480000001,-3.711467999999999,28005,"restaurant, food, point_of_interest, establishment",4.5,1495.0
LA BOLA,"Calle de la Bola, 5, Madrid",40.420011,-3.71047,28005,"restaurant, food, point_of_interest, establishment",4.2,7134.0
Chocolatería San Ginés,"Pasadizo de San Ginés, 5, Madrid",40.41674069999999,-3.7069176,28005,"cafe, restaurant, store, food, point_of_interest, establishment",4.4,64399.0
La Mordida,"Calle de las Fuentes, 3, Madrid",40.4169643,-3.7088054,28005,"restaurant, food, point_of_interest, establishment",4.4,4650.0
restaurante asiatico fang,"Calle de Embajadores, 186, Madrid",40.39321649999999,-3.6942975,28005,"restaurant, food, point_of_interest, establishment",4.0,524.0
Emma & Julia Italian Restaurant,"Calle de la Cava Baja, 19, Madrid",40.41252000000001,-3.708932,28005,"restaurant, food, point_of_interest, establishment",4.2,2078.0
LA TABERNA DEL CAPITÁN ALATRISTE,"Calle de Grafal, 7, Madrid",40.4129219,-3.7083015,28005,"restaurant, food, point_of_interest, establishment",4.4,2619.0
Paradís Madrid,"Calle del Marqués de Cubas, 14, Madrid",40.4166211,-3.695732499999999,28005,"restaurant, food, point_of_interest, establishment",4.1,712.0
Rincón Asturiano,"Calle de las Delicias, 26, Madrid",40.4039679,-3.692295699999999,28005,"restaurant, food, point_of_interest, establishment",4.1,5321.0
Restaurante Atrapallada,"Paseo de las Acacias, 12, Madrid",40.40413969999999,-3.7057968,28005,"restaurant, food, point_of_interest, establishment",4.0,4121.0
Casa Labra,"Calle de Tetuán, 12, Madrid",40.41717239999999,-3.704593,28005,"bar, restaurant, food, point_of_interest, establishment",4.4,14298.0
La Musa Latina,"Costanilla de San Andrés, 12, Madrid",40.4127644,-3.7119158,28005,"bar, restaurant, food, point_of_interest, establishment",4.4,5748.0
Restaurante Los Galayos,"Calle de Botoneras, 5, Madrid",40.4148971,-3.7066829,28005,"restaurant, food, point_of_interest, establishment",4.2,4081.0
Zerain Restaurante Asador,"Calle de Quevedo, 3, Madrid",40.4140738,-3.6974894,28005,"restaurant, food, point_of_interest, establishment",4.4,1919.0
MUSASHI,"Calle de las Conchas, 4, Madrid",40.4190371,-3.7076722,28005,"restaurant, food, point_of_interest, establishment",4.5,2490.0
Posada de la Villa,"Calle de la Cava Baja, 9, Madrid",40.41308550000001,-3.7084508,28005,"restaurant, food, point_of_interest, establishment",4.5,3697.0
Restaurante Sidrería Casa Parrondo,"Calle de Trujillos, 9, Madrid",40.41894579999999,-3.707466799999999,28005,"restaurant, food, point_of_interest, establishment",3.8,4572.0
Radio Rooftop Madrid,"Calle del Príncipe, 14, Madrid",40.4148202,-3.7014664,28005,"bar, restaurant, food, point_of_interest, establishment",3.8,1323.0
La Venganza De Malinche | Restaurante Mexicano | Sol,"Calle de los Jardines, 5, Madrid",40.4189893,-3.7013529,28005,"restaurant, food, point_of_interest, establishment",4.3,2677.0
La Mordida,"Travesía del Conde, 4, Madrid",40.4138641,-3.710948,28005,"restaurant, food, point_of_interest, establishment",4.4,2747.0
